SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
0,AP,Andhra Pradesh,AP_Andhra Pradesh,Anantapur,176919,365,175449,1105,0,14,-126,140,0,0.0,2022-02-15 00:05:05.448234
1,AP,Andhra Pradesh,AP_Andhra Pradesh,Chittoor,271970,492,269491,1987,0,24,-99,122,1,0.0,2022-02-15 00:05:05.448234
2,AP,Andhra Pradesh,AP_Andhra Pradesh,East Godavari,315450,4869,309283,1298,0,108,-380,488,0,0.0,2022-02-15 00:05:05.448234
3,AP,Andhra Pradesh,AP_Andhra Pradesh,Guntur,202540,1246,200019,1275,0,62,-236,298,0,0.0,2022-02-15 00:05:05.448234
4,AP,Andhra Pradesh,AP_Andhra Pradesh,Krishna,136210,2990,131734,1486,0,66,-759,825,0,0.0,2022-02-15 00:05:05.448234
5,AP,Andhra Pradesh,AP_Andhra Pradesh,Kurnool,144152,339,142946,867,0,3,-74,77,0,0.0,2022-02-15 00:05:05.448234
6,AP,Andhra Pradesh,AP_Andhra Pradesh,Other Countries,434,0,434,0,0,0,0,0,0,0.0,2022-02-15 00:05:05.448234
7,AP,Andhra Pradesh,AP_Andhra Pradesh,Other States,2461,0,2461,0,0,0,0,0,0,0.0,2022-02-15 00:05:05.448234
8,AP,Andhra Pradesh,AP_Andhra Pradesh,Prakasam,155533,1668,152719,1146,0,32,-1550,1582,0,0.0,2022-02-15 00:05:05.448234
9,AP,Andhra Pradesh,AP_Andhra Pradesh,S.P.S. Nellore,164119,121,162909,1089,0,20,-187,207,0,0.0,2022-02-15 00:05:05.448234
10,AP,Andhra Pradesh,AP_Andhra Pradesh,Srikakulam,133888,185,132905,798,0,2,-71,73,0,0.0,2022-02-15 00:05:05.448234
11,AP,Andhra Pradesh,AP_Andhra Pradesh,Visakhapatnam,190408,371,188855,1182,0,33,-42,75,0,0.0,2022-02-15 00:05:05.448234
12,AP,Andhra Pradesh,AP_Andhra Pradesh,Vizianagaram,92164,252,91233,679,0,7,-23,30,0,0.0,2022-02-15 00:05:05.448234
13,AP,Andhra Pradesh,AP_Andhra Pradesh,West Godavari,192290,1508,189648,1134,0,56,-546,602,0,0.0,2022-02-15 00:05:05.448234
14,AP,Andhra Pradesh,AP_Andhra Pradesh,Y.S.R. Kadapa,134674,320,133702,652,0,7,-110,117,0,0.0,2022-02-15 00:05:05.448234
15,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Anjaw,1127,22,1102,3,0,0,0,0,0,0.0,2022-02-14 21:55:34.752807
16,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Changlang,4244,8,4214,22,0,1,-11,12,0,0.0,2022-02-14 21:55:34.752827
17,AR,Arunachal Pradesh,AR_Arunachal Pradesh,East Kameng,1215,5,1210,0,0,0,0,0,0,0.0,2022-02-14 21:55:34.752831
18,AR,Arunachal Pradesh,AR_Arunachal Pradesh,East Siang,3662,29,3615,18,0,5,-13,18,0,0.0,2022-02-14 21:55:34.752830
19,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Kamle,579,12,567,0,0,1,-5,6,0,0.0,2022-02-14 21:55:34.752832
20,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Kra Daadi,270,0,270,0,0,0,0,0,0,0.0,2022-02-14 21:55:34.752835
21,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Kurung Kumey,526,0,525,1,0,0,0,0,0,0.0,2022-02-14 21:55:34.752836
22,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Lepa Rada,1024,19,1002,3,0,1,0,1,0,0.0,2022-02-14 21:55:34.752838
23,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Lohit,3385,22,3334,29,0,4,-15,19,0,0.0,2022-02-14 21:55:34.752839
24,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Longding,910,23,885,2,0,8,3,5,0,0.0,2022-02-14 21:55:34.752840
25,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Lower Dibang Valley,2833,21,2800,12,0,3,1,2,0,0.0,2022-02-14 21:55:34.752842
26,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Lower Siang,829,1,820,8,0,0,-1,1,0,0.0,2022-02-14 21:55:34.752843
27,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Lower Subansiri,3570,88,3467,15,0,5,-14,19,0,0.0,2022-02-14 21:55:34.752844
28,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Namsai,2676,20,2639,17,0,1,-12,13,0,0.0,2022-02-14 21:55:34.752846
29,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Pakke Kessang,496,1,495,0,0,0,0,0,0,0.0,2022-02-14 21:55:34.752847
30,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Papum Pare,22005,139,21762,104,0,14,-8,22,0,0.0,2022-02-14 21:55:34.752824
31,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Shi Yomi,305,0,305,0,0,0,-1,1,0,0.0,2022-02-14 21:55:34.752848
32,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Siang,440,3,434,3,0,0,0,0,0,0.0,2022-02-14 21:55:34.752849
33,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Tawang,2883,25,2837,21,0,8,-4,12,0,0.0,2022-02-14 21:55:34.752851
34,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Tirap,1257,5,1247,5,0,0,-3,3,0,0.0,2022-02-14 21:55:34.752852
35,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Upper Dibang Valley,392,12,378,2,0,4,3,1,0,0.0,2022-02-14 21:55:34.752828
36,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Upper Siang,1153,24,1128,1,0,5,3,2,0,0.0,2022-02-14 21:55:34.752854
37,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Upper Subansiri,2018,5,2006,7,0,0,0,0,0,0.0,2022-02-14 21:55:34.752855
38,AR,Arunachal Pradesh,AR_Arunachal Pradesh,West Kameng,4237,48,4174,15,0,1,-14,15,0,0.0,2022-02-14 21:55:34.752856
39,AR,Arunachal Pradesh,AR_Arunachal Pradesh,West Siang,2030,7,2017,6,0,1,1,0,0,0.0,2022-02-14 21:55:34.752857
40,AS,Assam,AS_Assam,Airport Quarantine,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
41,AS,Assam,AS_Assam,Baksa,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
42,AS,Assam,AS_Assam,Barpeta,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
43,AS,Assam,AS_Assam,Biswanath,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
44,AS,Assam,AS_Assam,Bongaigaon,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
45,AS,Assam,AS_Assam,Cachar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
46,AS,Assam,AS_Assam,Charaideo,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
47,AS,Assam,AS_Assam,Chirang,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
48,AS,Assam,AS_Assam,Darrang,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
49,AS,Assam,AS_Assam,Dhemaji,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
50,AS,Assam,AS_Assam,Dhubri,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
51,AS,Assam,AS_Assam,Dibrugarh,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
52,AS,Assam,AS_Assam,Dima Hasao,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
53,AS,Assam,AS_Assam,Goalpara,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
54,AS,Assam,AS_Assam,Golaghat,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
55,AS,Assam,AS_Assam,Hailakandi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
56,AS,Assam,AS_Assam,Hojai,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
57,AS,Assam,AS_Assam,Jorhat,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
58,AS,Assam,AS_Assam,Kamrup,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
59,AS,Assam,AS_Assam,Kamrup Metropolitan,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
60,AS,Assam,AS_Assam,Karbi Anglong,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
61,AS,Assam,AS_Assam,Karimganj,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
62,AS,Assam,AS_Assam,Kokrajhar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
63,AS,Assam,AS_Assam,Lakhimpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
64,AS,Assam,AS_Assam,Majuli,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
65,AS,Assam,AS_Assam,Morigaon,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
66,AS,Assam,AS_Assam,Nagaon,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
67,AS,Assam,AS_Assam,Nalbari,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
68,AS,Assam,AS_Assam,Other State,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
69,AS,Assam,AS_Assam,Sivasagar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
70,AS,Assam,AS_Assam,Sonitpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
71,AS,Assam,AS_Assam,South Salmara Mankachar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
72,AS,Assam,AS_Assam,Tinsukia,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
73,AS,Assam,AS_Assam,Udalguri,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
74,AS,Assam,AS_Assam,Unknown,723693.0,3639,713444.0,6610.0,0,198.0,-207.0,400.0,5.0,0.0,2022-02-15 12:39:00.600243
75,AS,Assam,AS_Assam,West Karbi Anglong,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
76,BR,Bihar,BR_Bihar,Araria,16098,11,15947,140,0,0,0,0,0,0.0,2022-02-14 21:55:42.187982
77,BR,Bihar,BR_Bihar,Arwal,8207,6,8092,109,0,0,0,0,0,0.0,2022-02-14 21:55:42.187995
78,BR,Bihar,BR_Bihar,Aurangabad,21268,17,21172,79,0,1,-2,3,0,0.0,2022-02-14 21:55:42.187997
79,BR,Bihar,BR_Bihar,Banka,8754,7,8634,113,0,4,3,1,0,0.0,2022-02-14 21:55:42.187998
80,BR,Bihar,BR_Bihar,Begusarai,31387,19,30805,563,0,1,-4,5,0,0.0,2022-02-14 21:55:42.187999
81,BR,Bihar,BR_Bihar,Bhagalpur,28957,25,28570,362,0,2,-2,4,0,0.0,2022-02-14 21:55:42.188001
82,BR,Bihar,BR_Bihar,Bhojpur,11894,25,11629,240,0,3,0,3,0,0.0,2022-02-14 21:55:42.188002
83,BR,Bihar,BR_Bihar,Buxar,10360,20,10121,219,0,0,-2,2,0,0.0,2022-02-14 21:55:42.188003
84,BR,Bihar,BR_Bihar,Darbhanga,13482,22,13089,371,0,1,1,0,0,0.0,2022-02-14 21:55:42.188007
85,BR,Bihar,BR_Bihar,East Champaran,21046,25,20485,536,0,1,-2,3,0,0.0,2022-02-14 21:55:42.188032
86,BR,Bihar,BR_Bihar,Gaya,37146,16,36758,372,0,2,-2,4,0,0.0,2022-02-14 21:55:42.188008
87,BR,Bihar,BR_Bihar,Gopalganj,17813,30,17523,260,0,0,-5,5,0,0.0,2022-02-14 21:55:42.188010
88,BR,Bihar,BR_Bihar,Jamui,11001,17,10864,120,0,1,0,1,0,0.0,2022-02-14 21:55:42.188011
89,BR,Bihar,BR_Bihar,Jehanabad,11844,2,11598,244,0,0,-2,2,0,0.0,2022-02-14 21:55:42.188012
90,BR,Bihar,BR_Bihar,Kaimur,5635,1,5487,147,0,0,0,0,0,0.0,2022-02-14 21:55:42.188014
91,BR,Bihar,BR_Bihar,Katihar,19899,19,19611,269,0,0,-2,2,0,0.0,2022-02-14 21:55:42.188015
92,BR,Bihar,BR_Bihar,Khagaria,10659,1,10493,165,0,0,0,0,0,0.0,2022-02-14 21:55:42.188017
93,BR,Bihar,BR_Bihar,Kishanganj,11289,14,11168,107,0,1,-4,5,0,0.0,2022-02-14 21:55:42.188019
94,BR,Bihar,BR_Bihar,Lakhisarai,8600,6,8491,103,0,0,-1,1,0,0.0,2022-02-14 21:55:42.188020
95,BR,Bihar,BR_Bihar,Madhepura,15048,34,14901,113,0,10,4,6,0,0.0,2022-02-14 21:55:42.188021
96,BR,Bihar,BR_Bihar,Madhubani,20060,12,19659,389,0,6,-1,6,1,0.0,2022-02-14 21:55:42.188023
97,BR,Bihar,BR_Bihar,Munger,17828,10,17545,273,0,0,-5,5,0,0.0,2022-02-14 21:55:42.188024
98,BR,Bihar,BR_Bihar,Muzaffarpur,36132,37,35466,629,0,3,-4,7,0,0.0,2022-02-14 21:55:42.188026
99,BR,Bihar,BR_Bihar,Nalanda,25481,4,25003,474,0,1,-1,2,0,0.0,2022-02-14 21:55:42.188027
100,BR,Bihar,BR_Bihar,Nawada,11057,7,10792,258,0,0,-3,3,0,0.0,2022-02-14 21:55:42.188028
101,BR,Bihar,BR_Bihar,Patna,180223,463,176920,2840,0,21,-11,32,0,0.0,2022-02-14 21:55:42.188031
102,BR,Bihar,BR_Bihar,Purnia,27914,90,27592,232,0,12,-1,13,0,0.0,2022-02-14 21:55:42.188034
103,BR,Bihar,BR_Bihar,Rohtas,15428,11,15143,274,0,1,0,1,0,0.0,2022-02-14 21:55:42.188035
104,BR,Bihar,BR_Bihar,Saharsa,20097,58,19842,197,0,4,-1,5,0,0.0,2022-02-14 21:55:42.188036
105,BR,Bihar,BR_Bihar,Samastipur,24967,42,24665,260,0,6,-1,7,0,0.0,2022-02-14 21:55:42.188037
106,BR,Bihar,BR_Bihar,Saran,26147,30,25857,260,0,1,0,1,0,0.0,2022-02-14 21:55:42.188039
107,BR,Bihar,BR_Bihar,Sheikhpura,8013,4,7904,105,0,0,-1,1,0,0.0,2022-02-14 21:55:42.188040
108,BR,Bihar,BR_Bihar,Sheohar,4729,2,4675,52,0,0,-1,1,0,0.0,2022-02-14 21:55:42.188041
109,BR,Bihar,BR_Bihar,Sitamarhi,10521,10,10381,130,0,0,0,0,0,0.0,2022-02-14 21:55:42.188042
110,BR,Bihar,BR_Bihar,Siwan,16501,17,16197,287,0,1,-3,4,0,0.0,2022-02-14 21:55:42.188043
111,BR,Bihar,BR_Bihar,Supaul,18190,37,17996,157,0,2,1,1,0,0.0,2022-02-14 21:55:42.188045
112,BR,Bihar,BR_Bihar,Vaishali,22399,33,21958,408,0,10,6,4,0,0.0,2022-02-14 21:55:42.188046
113,BR,Bihar,BR_Bihar,West Champaran,22976,40,22541,395,0,4,-5,9,0,0.0,2022-02-14 21:55:42.188029
114,CT,Chhattisgarh,CT_Chhattisgarh,Balod,29353,119,28826,408,0,11,-17,27,1,0.0,2022-02-14 21:55:48.859935
115,CT,Chhattisgarh,CT_Chhattisgarh,Baloda Bazar,45029,86,44449,494,0,20,-50,70,0,0.0,2022-02-14 21:55:48.859942
116,CT,Chhattisgarh,CT_Chhattisgarh,Balrampur,22091,298,21672,121,0,15,-38,53,0,0.0,2022-02-14 21:55:48.859959
117,CT,Chhattisgarh,CT_Chhattisgarh,Bametara,21438,190,21000,248,0,19,-17,36,0,0.0,2022-02-14 21:55:48.859937
118,CT,Chhattisgarh,CT_Chhattisgarh,Bastar,24045,139,23707,199,0,10,-19,29,0,0.0,2022-02-14 21:55:48.859962
119,CT,Chhattisgarh,CT_Chhattisgarh,Bijapur,9698,101,9540,57,0,7,-45,52,0,0.0,2022-02-14 21:55:48.859970
120,CT,Chhattisgarh,CT_Chhattisgarh,Bilaspur,75492,456,73801,1235,0,27,-73,100,0,0.0,2022-02-14 21:55:48.859947
121,CT,Chhattisgarh,CT_Chhattisgarh,Dakshin Bastar Dantewada,12085,33,12025,27,0,5,-8,13,0,0.0,2022-02-14 21:55:48.859965
122,CT,Chhattisgarh,CT_Chhattisgarh,Dhamtari,31444,420,30464,560,0,23,-103,126,0,0.0,2022-02-14 21:55:48.859940
123,CT,Chhattisgarh,CT_Chhattisgarh,Durg,115825,527,113405,1893,0,57,-34,90,1,0.0,2022-02-14 21:55:48.859919
124,CT,Chhattisgarh,CT_Chhattisgarh,Gariaband,20540,59,20285,196,0,2,-24,26,0,0.0,2022-02-14 21:55:48.859946
125,CT,Chhattisgarh,CT_Chhattisgarh,Gaurela Pendra Marwahi,13125,107,12870,148,0,7,2,5,0,0.0,2022-02-14 21:55:48.859954
126,CT,Chhattisgarh,CT_Chhattisgarh,Janjgir Champa,63393,184,62348,861,0,3,-21,24,0,0.0,2022-02-14 21:55:48.859951
127,CT,Chhattisgarh,CT_Chhattisgarh,Jashpur,31264,39,31011,214,0,11,-23,34,0,0.0,2022-02-14 21:55:48.859960
128,CT,Chhattisgarh,CT_Chhattisgarh,Kabeerdham,24588,238,24081,269,0,27,-43,70,0,0.0,2022-02-14 21:55:48.859938
129,CT,Chhattisgarh,CT_Chhattisgarh,Kondagaon,15779,203,15474,102,0,23,-97,120,0,0.0,2022-02-14 21:55:48.859964
130,CT,Chhattisgarh,CT_Chhattisgarh,Korba,62740,347,61793,600,0,32,-10,42,0,0.0,2022-02-14 21:55:48.859950
131,CT,Chhattisgarh,CT_Chhattisgarh,Koriya,29321,146,28994,181,0,14,-42,56,0,0.0,2022-02-14 21:55:48.859957
132,CT,Chhattisgarh,CT_Chhattisgarh,Mahasamund,32985,133,32477,375,0,11,-33,43,1,0.0,2022-02-14 21:55:48.859945
133,CT,Chhattisgarh,CT_Chhattisgarh,Mungeli,25862,295,25399,168,0,24,-3,27,0,0.0,2022-02-14 21:55:48.859953
134,CT,Chhattisgarh,CT_Chhattisgarh,Narayanpur,4886,64,4808,14,0,11,-23,34,0,0.0,2022-02-14 21:55:48.859968
135,CT,Chhattisgarh,CT_Chhattisgarh,Other State,852,0,721,131,0,0,0,0,0,0.0,2022-02-14 21:55:48.859971
136,CT,Chhattisgarh,CT_Chhattisgarh,Raigarh,73271,103,72176,992,0,12,-69,80,1,0.0,2022-02-14 21:55:48.859949
137,CT,Chhattisgarh,CT_Chhattisgarh,Raipur,193070,974,188861,3235,0,55,-511,565,1,0.0,2022-02-14 21:55:48.859939
138,CT,Chhattisgarh,CT_Chhattisgarh,Rajnandgaon,62876,382,61947,547,0,30,-45,75,0,0.0,2022-02-14 21:55:48.859933
139,CT,Chhattisgarh,CT_Chhattisgarh,Sukma,8968,9,8938,21,0,1,1,0,0,0.0,2022-02-14 21:55:48.859966
140,CT,Chhattisgarh,CT_Chhattisgarh,Surajpur,31636,349,31058,229,0,75,18,57,0,0.0,2022-02-14 21:55:48.859958
141,CT,Chhattisgarh,CT_Chhattisgarh,Surguja,37337,207,36881,249,0,21,-23,44,0,0.0,2022-02-14 21:55:48.859955
142,CT,Chhattisgarh,CT_Chhattisgarh,Uttar Bastar Kanker,27851,186,27428,237,0,18,-165,183,0,0.0,2022-02-14 21:55:48.859967
143,GA,Goa,GA_Goa,North Goa,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
144,GA,Goa,GA_Goa,Other State,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
145,GA,Goa,GA_Goa,South Goa,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
146,GA,Goa,GA_Goa,Unknown,244202.0,2141,238287.0,3774.0,0,30.0,-192.0,221.0,1.0,0.0,2022-02-15 12:39:00.600243
147,GJ,Gujarat,GJ_Gujarat,Ahmedabad,381598,4670,373324,3604,0,350,-624,973,1,0.0,2022-02-15 00:05:05.599467
148,GJ,Gujarat,GJ_Gujarat,Amreli,12865,68,12692,105,0,14,5,9,0,0.0,2022-02-15 00:05:05.599467
149,GJ,Gujarat,GJ_Gujarat,Anand,15313,205,15055,53,0,13,-29,42,0,0.0,2022-02-15 00:05:05.599467
150,GJ,Gujarat,GJ_Gujarat,Aravalli,5658,86,5491,81,0,8,-3,11,0,0.0,2022-02-15 00:05:05.599467
151,GJ,Gujarat,GJ_Gujarat,Banaskantha,18006,398,17442,166,0,71,-20,91,0,0.0,2022-02-15 00:05:05.599467
152,GJ,Gujarat,GJ_Gujarat,Bharuch,17204,68,16992,144,0,11,-17,28,0,0.0,2022-02-15 00:05:05.599467
153,GJ,Gujarat,GJ_Gujarat,Bhavnagar,29168,73,28735,360,0,11,-20,28,3,0.0,2022-02-15 00:05:05.599467
154,GJ,Gujarat,GJ_Gujarat,Botad,2355,6,2302,47,0,1,1,0,0,0.0,2022-02-15 00:05:05.599467
155,GJ,Gujarat,GJ_Gujarat,Chhota Udaipur,3736,50,3648,38,0,3,-14,17,0,0.0,2022-02-15 00:05:05.599467
156,GJ,Gujarat,GJ_Gujarat,Dahod,11207,78,11085,44,0,4,-4,8,0,0.0,2022-02-15 00:05:05.599467
157,GJ,Gujarat,GJ_Gujarat,Dang,1172,59,1095,18,0,0,-12,12,0,0.0,2022-02-15 00:05:05.599467
158,GJ,Gujarat,GJ_Gujarat,Devbhumi Dwarka,5155,47,5020,88,0,0,-4,4,0,0.0,2022-02-15 00:05:05.599467
159,GJ,Gujarat,GJ_Gujarat,Gandhinagar,34692,726,33748,218,0,37,-123,160,0,0.0,2022-02-15 00:05:05.599467
160,GJ,Gujarat,GJ_Gujarat,Gir Somnath,9735,42,9626,67,0,6,-4,10,0,0.0,2022-02-15 00:05:05.599467
161,GJ,Gujarat,GJ_Gujarat,Jamnagar,41774,124,41137,513,0,10,-30,39,1,0.0,2022-02-15 00:05:05.599467
162,GJ,Gujarat,GJ_Gujarat,Junagadh,22744,23,22449,272,0,1,-8,9,0,0.0,2022-02-15 00:05:05.599467
163,GJ,Gujarat,GJ_Gujarat,Kheda,14562,170,14338,54,0,31,-17,48,0,0.0,2022-02-15 00:05:05.599467
164,GJ,Gujarat,GJ_Gujarat,Kutch,18913,207,18560,146,0,25,-39,64,0,0.0,2022-02-15 00:05:05.599467
165,GJ,Gujarat,GJ_Gujarat,Mahisagar,8838,27,8736,75,0,4,-6,9,1,0.0,2022-02-15 00:05:05.599467
166,GJ,Gujarat,GJ_Gujarat,Mehsana,30889,370,30326,193,0,24,-91,115,0,0.0,2022-02-15 00:05:05.599467
167,GJ,Gujarat,GJ_Gujarat,Morbi,10696,107,10495,94,0,6,-34,39,1,0.0,2022-02-15 00:05:05.599467
168,GJ,Gujarat,GJ_Gujarat,Narmada,6632,45,6572,15,0,3,-12,15,0,0.0,2022-02-15 00:05:05.599467
169,GJ,Gujarat,GJ_Gujarat,Navsari,11843,102,11701,40,0,6,-18,24,0,0.0,2022-02-15 00:05:05.599467
170,GJ,Gujarat,GJ_Gujarat,Panchmahal,13499,142,13277,80,0,11,-33,43,1,0.0,2022-02-15 00:05:05.599467
171,GJ,Gujarat,GJ_Gujarat,Patan,16120,204,15787,129,0,5,-20,25,0,0.0,2022-02-15 00:05:05.599467
172,GJ,Gujarat,GJ_Gujarat,Porbandar,4182,15,4143,24,0,1,-2,3,0,0.0,2022-02-15 00:05:05.599467
173,GJ,Gujarat,GJ_Gujarat,Rajkot,84281,627,82861,793,0,34,-151,185,0,0.0,2022-02-15 00:05:05.599467
174,GJ,Gujarat,GJ_Gujarat,Sabarkantha,11695,166,11367,162,0,18,-7,25,0,0.0,2022-02-15 00:05:05.599467
175,GJ,Gujarat,GJ_Gujarat,Surat,204557,922,201565,2070,0,80,-91,170,1,0.0,2022-02-15 00:05:05.599467
176,GJ,Gujarat,GJ_Gujarat,Surendranagar,10055,55,9861,139,0,1,-8,9,0,0.0,2022-02-15 00:05:05.599467
177,GJ,Gujarat,GJ_Gujarat,Tapi,5701,133,5541,27,0,11,-1,12,0,0.0,2022-02-15 00:05:05.599467
178,GJ,Gujarat,GJ_Gujarat,Vadodara,138530,2580,135079,871,0,234,-97,327,4,0.0,2022-02-15 00:05:05.599467
179,GJ,Gujarat,GJ_Gujarat,Valsad,12793,72,12632,89,0,6,-11,16,1,0.0,2022-02-15 00:05:05.599467
180,HR,Haryana,HR_Haryana,Ambala,40586.0,299,39747,540,0,16,-20,35,1,0.0,2022-02-15T00:05:12.061590+05:30
181,HR,Haryana,HR_Haryana,Bhiwani,26193.0,317,25214,662,0,14,-22,36,0,0.0,2022-02-15T00:05:12.061590+05:30
182,HR,Haryana,HR_Haryana,Charkhi Dadri,7194.0,160,6892,142,0,31,-14,45,0,0.0,2022-02-15T00:05:12.061590+05:30
183,HR,Haryana,HR_Haryana,Faridabad,126160.0,639,124782,739,0,41,-71,112,0,0.0,2022-02-15T00:05:12.061590+05:30
184,HR,Haryana,HR_Haryana,Fatehabad,19960.0,61,19402,497,0,8,-6,13,1,0.0,2022-02-15T00:05:12.061590+05:30
185,HR,Haryana,HR_Haryana,Gurugram,256097.0,1799,253313,985,0,186,-321,506,1,0.0,2022-02-15T00:05:12.061590+05:30
186,HR,Haryana,HR_Haryana,Hisar,61485.0,277,60042,1166,0,33,-58,91,0,0.0,2022-02-15T00:05:12.061590+05:30
187,HR,Haryana,HR_Haryana,Jhajjar,23064.0,147,22580,337,0,51,-2,53,0,0.0,2022-02-15T00:05:12.061590+05:30
188,HR,Haryana,HR_Haryana,Jind,24248.0,75,23632,541,0,20,-7,27,0,0.0,2022-02-15T00:05:12.061590+05:30
189,HR,Haryana,HR_Haryana,Kaithal,14150.0,130,13651,369,0,11,-4,14,1,0.0,2022-02-15T00:05:12.061590+05:30
190,HR,Haryana,HR_Haryana,Karnal,47996.0,193,47209,594,0,8,-6,14,0,0.0,2022-02-15T00:05:12.061590+05:30
191,HR,Haryana,HR_Haryana,Kurukshetra,26673.0,157,26129,387,0,24,-5,28,1,0.0,2022-02-15T00:05:12.061590+05:30
192,HR,Haryana,HR_Haryana,Mahendragarh,24504.0,137,24207,160,0,32,-13,45,0,0.0,2022-02-15T00:05:12.061590+05:30
